2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-02-12/18:18:59		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:18:59		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:18:59		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:18:59		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:18:59		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:18:59		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:00		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:00		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:00		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:00		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:00		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:00		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:00		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:00		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:00		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:00		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:00		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:00		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:00		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:00		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:00		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:01		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:01		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:01		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:01		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:01		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:01		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:01		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:01		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:01		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:01		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:01		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:01		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:01		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:01		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:02		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:02		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:02		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:02		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:02		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:02		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:02		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:02		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:02		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:02		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:02		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:02		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:02		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:03		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:03		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:03		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:03		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:03		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:03		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:03		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:03		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:03		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:03		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:03		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:03		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:03		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:03		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:04		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:04		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:04		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:04		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:04		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:04		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:04		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:04		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:04		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:04		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:04		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:04		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:04		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:04		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:04		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:05		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:05		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:05		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:05		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:05		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:05		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:05		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:05		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:05		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:05		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:05		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:05		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
